time	Qobs
2009-10-20	-20.000
2009-10-21	3.140
2009-10-22	1.510
2009-10-23	-0.060
2009-10-24	-0.070
2009-10-25	-0.080
2009-10-26	0.410
2009-10-27	0.410
2009-10-28	0.410
2009-10-29	0.410
2009-10-30	0.410
2009-10-31	0.410
2009-11-01	0.410
2009-11-02	0.400
2009-11-03	0.400
2009-11-04	0.400
2009-11-05	0.400
2009-11-06	0.400
2009-11-07	0.400
2009-11-08	0.400
2009-11-09	0.400
2009-11-10	0.400
2009-11-11	0.630
2009-11-12	1.120
2009-11-13	0.590
2009-11-14	0.510
2009-11-15	0.500
2009-11-16	0.820
2009-11-17	0.730
2009-11-18	0.510
2009-11-19	0.510
2009-11-20	0.470
2009-11-21	0.470
2009-11-22	0.410
2009-11-23	0.410
2009-11-24	0.410
2009-11-25	0.410
2009-11-26	0.410
2009-11-27	0.410
2009-11-28	0.410
2009-11-29	0.410
2009-11-30	0.410
2009-12-01	0.410
2009-12-02	1.240
2009-12-03	0.410
2009-12-04	0.400
2009-12-05	0.400
2009-12-06	0.400
2009-12-07	0.710
2009-12-08	0.410
2009-12-09	0.410
2009-12-10	0.410
2009-12-11	0.410
2009-12-12	0.410
2009-12-13	0.410
2009-12-14	0.410
2009-12-15	0.410
2009-12-16	0.410
2009-12-17	0.410
2009-12-18	0.580
2009-12-19	0.430
2009-12-20	0.410
2009-12-21	0.410
2009-12-22	0.490
2009-12-23	0.410
2009-12-24	0.410
2009-12-25	0.410
2009-12-26	0.410
2009-12-27	0.440
2009-12-28	0.410
2009-12-29	0.440
2009-12-30	0.400
2009-12-31	0.400
2010-01-01	0.410
2010-01-02	0.430
2010-01-03	0.440
2010-01-04	0.410
2010-01-05	0.430
2010-01-06	0.430
2010-01-07	0.410
2010-01-08	0.400
2010-01-09	0.410
2010-01-10	0.430
2010-01-11	0.440
2010-01-12	0.430
2010-01-13	0.430
2010-01-14	2.030
2010-01-15	2.030
2010-01-16	2.710
2010-01-17	2.890
2010-01-18	3.300
2010-01-19	2.540
2010-01-20	2.110
2010-01-21	2.690
2010-01-22	2.260
2010-01-23	2.360
2010-01-24	2.660
2010-01-25	1.460
2010-01-26	0.490
2010-01-27	0.920
2010-01-28	0.720
2010-01-29	2.070
2010-01-30	1.280
2010-01-31	2.380
2010-02-01	1.210
2010-02-02	3.210
2010-02-03	2.030
2010-02-04	0.460
2010-02-05	2.170
2010-02-06	1.260
2010-02-07	6.210
2010-02-08	11.440
2010-02-09	12.660
2010-02-10	3.220
2010-02-11	2.550
2010-02-12	2.850
2010-02-13	2.830
2010-02-14	13.880
2010-02-15	2.670
2010-02-16	3.340
2010-02-17	2.680
2010-02-18	2.950
2010-02-19	2.660
2010-02-20	2.660
2010-02-21	2.700
2010-02-22	0.410
2010-02-23	0.410
2010-02-24	0.940
2010-02-25	3.180
2010-02-26	3.400
2010-02-27	26.500
2010-02-28	27.500
2010-03-01	6.210
2010-03-02	3.380
2010-03-03	12.660
2010-03-04	3.980
2010-03-05	3.290
2010-03-06	3.300
2010-03-07	13.880
2010-03-08	28.500
2010-03-09	31.500
2010-03-10	32.500
2010-03-11	14.490
2010-03-12	8.440
2010-03-13	9.610
2010-03-14	3.980
2010-03-15	28.500
2010-03-16	16.580
2010-03-17	3.200
2010-03-18	3.350
2010-03-19	3.140
2010-03-20	3.320
2010-03-21	3.350
2010-03-22	3.090
2010-03-23	3.340
2010-03-24	3.050
2010-03-25	3.360
2010-03-26	6.770
2010-03-27	6.770
2010-03-28	6.770
2010-03-29	6.770
2010-03-30	3.190
2010-03-31	2.930
2010-04-01	3.050
2010-04-02	6.210
2010-04-03	10.830
2010-04-04	60.000
2010-04-05	27.500
2010-04-06	69.600
2010-04-07	32.500
2010-04-08	35.100
2010-04-09	27.500
2010-04-10	31.500
2010-04-11	28.500
2010-04-12	99.620
2010-04-13	60.000
2010-04-14	40.300
2010-04-15	39.000
2010-04-16	28.500
2010-04-17	33.800
2010-04-18	46.950
2010-04-19	21.760
2010-04-20	25.500
2010-04-21	42.900
2010-04-22	52.750
2010-04-23	39.000
2010-04-24	31.500
2010-04-25	22.500
2010-04-26	29.500
2010-04-27	26.500
2010-04-28	18.800
2010-04-29	18.800
2010-04-30	10.830
2010-05-01	15.100
2010-05-02	11.440
2010-05-03	3.400
2010-05-04	6.210
2010-05-05	20.280
2010-05-06	23.500
2010-05-07	25.500
2010-05-08	21.760
2010-05-09	32.500
2010-05-10	29.500
2010-05-11	25.500
2010-05-12	21.760
2010-05-13	51.300
2010-05-14	15.100
2010-05-15	31.500
2010-05-16	31.500
2010-05-17	0.790
2010-05-18	3.060
2010-05-19	117.200
2010-05-20	30.500
2010-05-21	35.100
2010-05-22	159.300
2010-05-23	58.550
2010-05-24	27.500
2010-05-25	27.500
2010-05-26	26.500
2010-05-27	3.230
2010-05-28	26.500
2010-05-29	42.900
2010-05-30	24.500
2010-05-31	24.500
2010-06-01	2.980
2010-06-02	25.500
2010-06-03	19.540
2010-06-04	3.410
2010-06-05	3.410
2010-06-06	3.250
2010-06-07	3.390
2010-06-08	3.340
2010-06-09	13.880
2010-06-10	3.380
2010-06-11	3.400
2010-06-12	3.290
2010-06-13	7.880
2010-06-14	41.600
2010-06-15	29.500
2010-06-16	31.500
2010-06-17	35.100
2010-06-18	36.400
2010-06-19	28.500
2010-06-20	31.500
2010-06-21	81.010
2010-06-22	3.140
2010-06-23	182.100
2010-06-24	25.500
2010-06-25	2.770
2010-06-26	1.930
2010-06-27	1.730
2010-06-28	35.100
2010-06-29	31.500
2010-06-30	22.500
2010-07-01	28.500
2010-07-02	26.500
2010-07-03	27.500
2010-07-04	28.500
2010-07-05	24.500
2010-07-06	35.100
2010-07-07	64.800
2010-07-08	26.500
2010-07-09	31.500
2010-07-10	27.500
2010-07-11	25.500
2010-07-12	19.540
2010-07-13	16.580
2010-07-14	11.440
2010-07-15	11.440
2010-07-16	3.380
2010-07-17	3.350
2010-07-18	17.320
2010-07-19	7.330
2010-07-20	7.330
2010-07-21	7.330
2010-07-22	7.330
2010-07-23	7.330
2010-07-24	7.330
2010-07-25	7.330
2010-07-26	3.320
2010-07-27	3.420
2010-07-28	3.200
2010-07-29	76.000
2010-07-30	66.400
2010-07-31	69.600
2010-08-01	58.550
2010-08-02	51.300
2010-08-03	57.100
2010-08-04	40.300
2010-08-05	77.670
2010-08-06	52.750
2010-08-07	33.800
2010-08-08	60.000
2010-08-09	84.350
2010-08-10	86.020
2010-08-11	82.680
2010-08-12	60.000
2010-08-13	61.600
2010-08-14	89.360
2010-08-15	21.020
2010-08-16	87.690
2010-08-17	60.000
2010-08-18	76.000
2010-08-19	33.800
2010-08-20	61.600
2010-08-21	86.020
2010-08-22	86.020
2010-08-23	82.680
2010-08-24	101.350
2010-08-25	19.540
2010-08-26	96.160
2010-08-27	44.200
2010-08-28	51.300
2010-08-29	40.300
2010-08-30	46.950
2010-08-31	89.360
2010-09-01	138.800
2010-09-02	3.250
2010-09-03	76.000
2010-09-04	101.350
2010-09-05	72.800
2010-09-06	42.900
2010-09-07	66.400
2010-09-08	69.600
2010-09-09	64.800
2010-09-10	28.500
2010-09-11	20.280
2010-09-12	3.360
2010-09-13	12.050
2010-09-14	3.390
2010-09-15	31.500
2010-09-16	2.430
2010-09-17	1.610
2010-09-18	71.200
2010-09-19	10.830
2010-09-20	35.100
2010-09-21	28.500
2010-09-22	21.020
2010-09-23	96.160
2010-09-24	63.200
2010-09-25	3.980
2010-09-26	44.200
2010-09-27	25.500
2010-09-28	25.500
2010-09-29	3.420
2010-09-30	3.300
2010-10-01	13.270
2010-10-02	7.880
2010-10-03	7.880
2010-10-04	7.880
2010-10-05	8.880
2010-10-06	20.880
2010-10-07	54.200
2010-10-08	19.540
2010-10-09	28.500
2010-10-10	2.810
2010-10-11	1.680
2010-10-12	1.560
2010-10-13	1.500
2010-10-14	1.450
2010-10-15	1.400
2010-10-16	1.370
2010-10-17	1.330
2010-10-18	1.320
2010-10-19	1.320
2010-10-20	1.290
2010-10-21	1.260
2010-10-22	1.240
2010-10-23	1.230
2010-10-24	1.210
2010-10-25	1.200
2010-10-26	1.190
2010-10-27	1.180
2010-10-28	1.180
2010-10-29	1.170
2010-10-30	1.170
2010-10-31	1.170
2010-11-01	1.160
2010-11-02	1.160
2010-11-03	1.160
2010-11-04	1.160
2010-11-05	1.160
2010-11-06	1.150
2010-11-07	1.150
2010-11-08	1.150
2010-11-09	1.150
2010-11-10	1.150
2010-11-11	1.150
2010-11-12	1.140
2010-11-13	1.140
2010-11-14	1.140
2010-11-15	1.140
2010-11-16	1.140
2010-11-17	1.140
2010-11-18	1.140
2010-11-19	1.140
2010-11-20	1.130
2010-11-21	1.130
2010-11-22	1.130
2010-11-23	1.130
2010-11-24	1.130
2010-11-25	1.130
2010-11-26	1.130
2010-11-27	1.130
2010-11-28	1.130
2010-11-29	1.120
2010-11-30	1.120
2010-12-01	1.120
2010-12-02	1.120
2010-12-03	1.120
2010-12-04	1.120
2010-12-05	1.120
2010-12-06	1.120
2010-12-07	1.120
2010-12-08	1.120
2010-12-09	1.120
2010-12-10	1.120
2010-12-11	1.120
2010-12-12	1.120
2010-12-13	1.110
2010-12-14	1.110
2010-12-15	1.230
2010-12-16	1.460
2010-12-17	1.370
2010-12-18	1.270
2010-12-19	1.220
2010-12-20	1.180
2010-12-21	1.150
2010-12-22	1.120
2010-12-23	1.120
2010-12-24	1.120
2010-12-25	1.120
2010-12-26	1.120
2010-12-27	1.120
2010-12-28	1.120
2010-12-29	1.120
2010-12-30	1.120
2010-12-31	1.120
2011-01-01	1.120
2011-01-02	1.120
2011-01-03	1.110
2011-01-04	1.110
2011-01-05	1.110
2011-01-06	1.110
2011-01-07	1.110
2011-01-08	1.110
2011-01-09	1.110
2011-01-10	1.110
2011-01-11	1.110
2011-01-12	1.110
2011-01-13	1.110
2011-01-14	1.110
2011-01-15	1.110
2011-01-16	1.110
2011-01-17	1.110
2011-01-18	1.110
2011-01-19	1.110
2011-01-20	1.110
2011-01-21	1.110
2011-01-22	1.110
2011-01-23	1.110
2011-01-24	1.110
2011-01-25	1.110
2011-01-26	1.110
2011-01-27	1.110
2011-01-28	1.110
2011-01-29	1.110
2011-01-30	1.140
2011-01-31	1.110
2011-02-01	1.230
2011-02-02	1.140
2011-02-03	1.110
2011-02-04	1.110
2011-02-05	1.110
2011-02-06	1.110
2011-02-07	1.110
2011-02-08	1.110
2011-02-09	1.110
2011-02-10	1.110
2011-02-11	1.110
2011-02-12	1.160
2011-02-13	1.110
2011-02-14	1.110
2011-02-15	1.250
2011-02-16	1.620
2011-02-17	1.550
2011-02-18	1.470
2011-02-19	1.550
2011-02-20	1.460
2011-02-21	1.370
2011-02-22	1.270
2011-02-23	1.200
2011-02-24	1.120
2011-02-25	1.110
2011-02-26	1.110
2011-02-27	1.110
2011-02-28	1.110
2011-03-01	1.110
2011-03-02	1.110
2011-03-03	1.110
2011-03-04	1.110
2011-03-05	1.110
2011-03-06	1.110
2011-03-07	1.120
2011-03-08	1.150
2011-03-09	1.140
2011-03-10	1.110
2011-03-11	1.110
2011-03-12	1.110
2011-03-13	1.110
2011-03-14	1.110
2011-03-15	1.110
2011-03-16	1.110
2011-03-17	1.110
2011-03-18	1.110
2011-03-19	1.860
2011-03-20	1.580
2011-03-21	1.460
2011-03-22	1.350
2011-03-23	1.270
2011-03-24	1.220
2011-03-25	1.170
2011-03-26	1.140
2011-03-27	1.120
2011-03-28	1.110
2011-03-29	1.120
2011-03-30	1.150
2011-03-31	1.120
2011-04-01	1.120
2011-04-02	1.120
2011-04-03	1.110
2011-04-04	1.110
2011-04-05	1.110
2011-04-06	1.110
2011-04-07	1.110
2011-04-08	1.110
2011-04-09	1.110
2011-04-10	1.110
2011-04-11	1.110
2011-04-12	1.110
2011-04-13	1.110
2011-04-14	1.110
2011-04-15	1.110
2011-04-16	1.110
2011-04-17	1.110
2011-04-18	1.110
2011-04-19	1.110
2011-04-20	1.110
2011-04-21	1.110
2011-04-22	1.110
2011-04-23	1.110
2011-04-24	1.110
2011-04-25	1.110
2011-04-26	1.110
2011-04-27	1.110
2011-04-28	1.110
2011-04-29	1.110
2011-04-30	2.100
2011-05-01	3.340
2011-05-02	87.690
2011-05-03	87.690
2011-05-04	51.300
2011-05-05	44.200
2011-05-06	131.600
2011-05-07	52.750
2011-05-08	40.300
2011-05-09	27.500
2011-05-10	58.550
2011-05-11	44.200
2011-05-12	87.690
2011-05-13	111.800
2011-05-14	52.750
2011-05-15	128.000
2011-05-16	147.900
2011-05-17	101.350
2011-05-18	57.100
2011-05-19	63.200
2011-05-20	26.500
2011-05-21	23.500
2011-05-22	48.400
2011-05-23	69.600
2011-05-24	58.550
2011-05-25	30.500
2011-05-26	64.800
2011-05-27	29.500
2011-05-28	66.400
2011-05-29	42.900
2011-05-30	74.400
2011-05-31	92.700
2011-06-01	30.500
2011-06-02	69.600
2011-06-03	29.500
2011-06-04	55.650
2011-06-05	27.500
2011-06-06	63.200
2011-06-07	135.200
2011-06-08	45.500
2011-06-09	94.430
2011-06-10	89.360
2011-06-11	79.340
2011-06-12	138.800
2011-06-13	131.600
2011-06-14	119.000
2011-06-15	91.030
2011-06-16	60.000
2011-06-17	64.800
2011-06-18	52.750
2011-06-19	94.430
2011-06-20	63.200
2011-06-21	77.670
2011-06-22	71.200
2011-06-23	42.900
2011-06-24	92.700
2011-06-25	46.950
2011-06-26	84.350
2011-06-27	57.100
2011-06-28	48.400
2011-06-29	142.400
2011-06-30	84.350
2011-07-01	63.200
2011-07-02	64.800
2011-07-03	60.000
2011-07-04	99.620
2011-07-05	96.160
2011-07-06	94.430
2011-07-07	68.000
2011-07-08	68.000
2011-07-09	104.810
2011-07-10	42.900
2011-07-11	103.080
2011-07-12	84.350
2011-07-13	61.600
2011-07-14	2.930
2011-07-15	1.620
2011-07-16	1.530
2011-07-17	1.480
2011-07-18	1.470
2011-07-19	1.470
2011-07-20	1.450
2011-07-21	2.380
2011-07-22	2.430
2011-07-23	46.950
2011-07-24	49.850
2011-07-25	106.540
2011-07-26	33.800
2011-07-27	54.200
2011-07-28	36.400
2011-07-29	15.100
2011-07-30	21.760
2011-07-31	30.500
2011-08-01	68.000
2011-08-02	92.700
2011-08-03	76.000
2011-08-04	35.100
2011-08-05	24.500
2011-08-06	21.760
2011-08-07	40.300
2011-08-08	45.500
2011-08-09	40.300
2011-08-10	103.080
2011-08-11	60.000
2011-08-12	82.680
2011-08-13	81.010
2011-08-14	58.550
2011-08-15	63.200
2011-08-16	81.010
2011-08-17	77.670
2011-08-18	81.010
2011-08-19	86.020
2011-08-20	68.000
2011-08-21	77.670
2011-08-22	55.650
2011-08-23	111.800
2011-08-24	97.890
2011-08-25	99.620
2011-08-26	92.700
2011-08-27	58.550
2011-08-28	97.890
2011-08-29	97.890
2011-08-30	184.000
2011-08-31	129.800
2011-09-01	49.850
2011-09-02	54.200
2011-09-03	77.670
2011-09-04	68.000
2011-09-05	84.350
2011-09-06	117.200
2011-09-07	58.550
2011-09-08	79.340
2011-09-09	71.200
2011-09-10	76.000
2011-09-11	46.950
2011-09-12	71.200
2011-09-13	42.900
2011-09-14	96.160
2011-09-15	66.400
2011-09-16	84.350
2011-09-17	71.200
2011-09-18	99.620
2011-09-19	101.350
2011-09-20	45.500
2011-09-21	81.010
2011-09-22	74.400
2011-09-23	41.600
2011-09-24	76.000
2011-09-25	49.850
2011-09-26	97.890
2011-09-27	68.000
2011-09-28	87.690
2011-09-29	86.020
2011-09-30	58.550
2011-10-01	25.500
2011-10-02	66.400
2011-10-03	42.900
2011-10-04	60.000
2011-10-05	89.360
2011-10-06	32.500
2011-10-07	40.300
2011-10-08	86.020
2011-10-09	87.690
2011-10-10	82.680
2011-10-11	36.400
2011-10-12	86.020
2011-10-13	82.680
2011-10-14	63.200
2011-10-15	89.360
2011-10-16	99.620
2011-10-17	79.340
2011-10-18	44.200
2011-10-19	69.600
2011-10-20	35.100
2011-10-21	45.500
2011-10-22	26.500
2011-10-23	81.010
2011-10-24	91.030
2011-10-25	49.850
2011-10-26	42.900
2011-10-27	39.000
2011-10-28	103.080
2011-10-29	31.500
2011-10-30	54.200
2011-10-31	74.400
2011-11-01	51.300
2011-11-02	35.100
2011-11-03	61.600
2011-11-04	66.400
2011-11-05	27.500
2011-11-06	41.600
2011-11-07	92.700
2011-11-08	96.160
2011-11-09	71.200
2011-11-10	89.360
2011-11-11	69.600
2011-11-12	86.020
2011-11-13	25.500
2011-11-14	66.400
2011-11-15	94.430
2011-11-16	91.030
2011-11-17	60.000
2011-11-18	55.650
2011-11-19	81.010
2011-11-20	68.000
2011-11-21	68.000
2011-11-22	68.000
2011-11-23	0.000
2011-11-24	0.000
2011-11-25	0.000
2011-11-26	3.440
2011-11-27	0.000
2011-11-28	5.790
2011-11-29	3.910
2011-11-30	5.800
2011-12-01	3.200
2011-12-02	3.290
2011-12-03	3.350
2011-12-04	4.750
2011-12-05	3.660
2011-12-06	4.050
2011-12-07	3.620
2011-12-08	3.810
2011-12-09	3.750
2011-12-10	4.120
2011-12-11	5.480
2011-12-12	5.290
2011-12-13	3.550
2011-12-14	3.920
2011-12-15	4.350
2011-12-16	3.810
2011-12-17	4.240
2011-12-18	3.230
2011-12-19	4.760
2011-12-20	3.310
2011-12-21	3.230
2011-12-22	4.280
2011-12-23	3.490
2011-12-24	4.560
2011-12-25	3.210
2011-12-26	2.970
2011-12-27	2.890
2011-12-28	5.370
2011-12-29	5.040
2011-12-30	5.080
2011-12-31	3.220
2012-01-01	5.380
2012-01-02	4.350
2012-01-03	4.670
2012-01-04	3.330
2012-01-05	5.940
2012-01-06	7.500
2012-01-07	3.930
2012-01-08	4.770
2012-01-09	4.220
2012-01-10	4.140
2012-01-11	4.130
2012-01-12	4.640
2012-01-13	4.100
2012-01-14	8.160
2012-01-15	36.810
2012-01-16	28.470
2012-01-17	5.260
2012-01-18	5.370
2012-01-19	4.460
2012-01-20	6.170
2012-01-21	4.450
2012-01-22	26.110
2012-01-23	12.470
2012-01-24	5.580
2012-01-25	4.460
2012-01-26	3.620
2012-01-27	6.410
2012-01-28	4.320
2012-01-29	4.310
2012-01-30	4.340
2012-01-31	6.630
2012-02-01	6.710
2012-02-02	10.940
2012-02-03	3.620
2012-02-04	5.550
2012-02-05	4.060
2012-02-06	7.570
2012-02-07	4.390
2012-02-08	3.790
2012-02-09	5.680
2012-02-10	7.840
2012-02-11	3.310
2012-02-12	4.820
2012-02-13	5.000
2012-02-14	4.820
2012-02-15	4.880
2012-02-16	4.020
2012-02-17	4.180
2012-02-18	3.320
2012-02-19	4.110
2012-02-20	4.280
2012-02-21	3.800
2012-02-22	4.250
2012-02-23	4.540
2012-02-24	3.900
2012-02-25	5.700
2012-02-26	5.020
2012-02-27	3.840
2012-02-28	6.600
2012-02-29	5.930
2012-03-01	6.420
2012-03-02	5.650
2012-03-03	5.450
2012-03-04	8.060
2012-03-05	61.810
2012-03-06	41.140
2012-03-07	76.320
2012-03-08	41.700
2012-03-09	36.840
2012-03-10	27.470
2012-03-11	25.130
2012-03-12	16.470
2012-03-13	6.980
2012-03-14	8.010
2012-03-15	4.790
2012-03-16	6.230
2012-03-17	5.590
2012-03-18	13.380
2012-03-19	8.520
2012-03-20	6.510
2012-03-21	5.730
2012-03-22	4.520
2012-03-23	7.130
2012-03-24	4.100
2012-03-25	10.160
2012-03-26	4.690
2012-03-27	4.940
2012-03-28	5.530
2012-03-29	6.520
2012-03-30	6.390
2012-03-31	5.390
2012-04-01	6.320
2012-04-02	5.110
2012-04-03	4.210
2012-04-04	9.960
2012-04-05	5.830
2012-04-06	3.360
2012-04-07	4.490
2012-04-08	7.180
2012-04-09	7.080
2012-04-10	7.150
2012-04-11	6.770
2012-04-12	5.810
2012-04-13	9.790
2012-04-14	8.550
2012-04-15	5.800
2012-04-16	1.550
2012-04-17	0.980
2012-04-18	0.920
2012-04-19	1.070
2012-04-20	1.060
2012-04-21	1.140
2012-04-22	1.060
2012-04-23	1.020
2012-04-24	2.350
2012-04-25	42.030
2012-04-26	35.560
2012-04-27	25.390
2012-04-28	10.830
2012-04-29	16.220
2012-04-30	48.100
2012-05-01	81.790
2012-05-02	59.220
2012-05-03	36.600
2012-05-04	47.900
2012-05-05	32.370
2012-05-06	27.060
2012-05-07	24.290
2012-05-08	22.180
2012-05-09	29.100
2012-05-10	43.150
2012-05-11	33.240
2012-05-12	28.630
2012-05-13	74.130
2012-05-14	39.700
2012-05-15	47.710
2012-05-16	37.260
2012-05-17	33.280
2012-05-18	27.180
2012-05-19	25.930
2012-05-20	29.010
2012-05-21	17.760
2012-05-22	4.830
2012-05-23	3.960
2012-05-24	4.160
2012-05-25	25.370
2012-05-26	15.980
2012-05-27	5.260
2012-05-28	5.130
2012-05-29	8.430
2012-05-30	21.320
2012-05-31	18.530
2012-06-01	6.630
2012-06-02	11.500
2012-06-03	5.220
2012-06-04	5.430
2012-06-05	5.790
2012-06-06	7.050
2012-06-07	7.630
2012-06-08	13.100
2012-06-09	21.600
2012-06-10	32.350
2012-06-11	74.140
2012-06-12	49.760
2012-06-13	33.240
2012-06-14	22.870
2012-06-15	10.020
2012-06-16	6.430
2012-06-17	30.420
2012-06-18	32.940
2012-06-19	36.530
2012-06-20	30.120
2012-06-21	21.020
2012-06-22	12.680
2012-06-23	40.600
2012-06-24	55.620
2012-06-25	39.020
2012-06-26	34.270
2012-06-27	26.260
2012-06-28	22.050
2012-06-29	19.570
2012-06-30	7.260
2012-07-01	5.650
2012-07-02	12.660
2012-07-03	5.090
2012-07-04	6.210
2012-07-05	15.100
2012-07-06	6.210
2012-07-07	10.220
2012-07-08	3.980
2012-07-09	13.270
2012-07-10	13.880
2012-07-11	3.420
2012-07-12	7.330
2012-07-13	3.980
2012-07-14	6.210
2012-07-15	3.420
2012-07-16	32.500
2012-07-17	32.500
2012-07-18	41.600
2012-07-19	17.320
2012-07-20	3.390
2012-07-21	13.270
2012-07-22	13.270
2012-07-23	12.660
2012-07-24	3.420
2012-07-25	22.500
2012-07-26	3.260
2012-07-27	3.340
2012-07-28	15.840
2012-07-29	3.230
2012-07-30	12.660
2012-07-31	4.540
2012-08-01	6.770
2012-08-02	14.490
2012-08-03	35.100
2012-08-04	32.500
2012-08-05	36.400
2012-08-06	18.800
2012-08-07	12.050
2012-08-08	9.610
2012-08-09	3.400
2012-08-10	7.330
2012-08-11	31.500
2012-08-12	15.100
2012-08-13	5.090
2012-08-14	9.000
2012-08-15	7.330
2012-08-16	9.000
2012-08-17	7.880
2012-08-18	6.770
2012-08-19	15.100
2012-08-20	3.410
2012-08-21	10.830
2012-08-22	22.500
2012-08-23	3.300
2012-08-24	5.090
2012-08-25	11.440
2012-08-26	10.220
2012-08-27	3.320
2012-08-28	3.330
2012-08-29	5.650
2012-08-30	8.440
2012-08-31	15.100
2012-09-01	16.580
2012-09-02	12.660
2012-09-03	14.490
2012-09-04	16.580
2012-09-05	7.880
2012-09-06	3.370
2012-09-07	15.840
2012-09-08	7.330
2012-09-09	12.050
2012-09-10	13.880
2012-09-11	7.880
2012-09-12	8.440
2012-09-13	6.210
2012-09-14	3.340
2012-09-15	5.090
2012-09-16	2.940
2012-09-17	12.660
2012-09-18	4.540
2012-09-19	3.280
2012-09-20	13.270
2012-09-21	3.980
2012-09-22	3.390
2012-09-23	12.050
2012-09-24	6.210
2012-09-25	10.220
2012-09-26	13.270
2012-09-27	3.180
2012-09-28	3.360
2012-09-29	6.770
2012-09-30	3.160
2012-10-01	10.830
2012-10-02	6.210
2012-10-03	13.270
2012-10-04	6.770
2012-10-05	8.440
2012-10-06	4.540
2012-10-07	12.660
2012-10-08	3.400
2012-10-09	3.300
2012-10-10	11.440
2012-10-11	3.410
2012-10-12	3.420
2012-10-13	6.770
2012-10-14	3.330
2012-10-15	3.200
2012-10-16	6.770
2012-10-17	3.420
2012-10-18	12.660
2012-10-19	3.240
2012-10-20	3.420
2012-10-21	3.260
2012-10-22	10.830
2012-10-23	3.420
2012-10-24	3.150
2012-10-25	3.140
2012-10-26	10.220
2012-10-27	3.250
2012-10-28	13.270
2012-10-29	3.390
2012-10-30	3.420
2012-10-31	12.050
2012-11-01	3.280
2012-11-02	3.250
2012-11-03	6.210
2012-11-04	3.400
2012-11-05	3.250
2012-11-06	3.380
2012-11-07	2.990
2012-11-08	25.500
2012-11-09	20.280
2012-11-10	18.060
2012-11-11	3.410
2012-11-12	3.980
2012-11-13	3.330
2012-11-14	3.390
2012-11-15	3.390
2012-11-16	3.390
2012-11-17	3.390
2012-11-18	3.390
2012-11-19	3.390
2012-11-20	3.390
2012-11-21	3.390
2012-11-22	29.500
2012-11-23	3.350
2012-11-24	7.880
2012-11-25	21.760
2012-11-26	21.760
2012-11-27	16.580
2012-11-28	3.980
2012-11-29	3.390
2012-11-30	32.500
2012-12-01	41.600
2012-12-02	28.500
2012-12-03	3.380
2012-12-04	3.370
2012-12-05	3.400
2012-12-06	3.420
2012-12-07	6.770
2012-12-08	9.000
2012-12-09	6.210
2012-12-10	3.420
2012-12-11	3.330
2012-12-12	3.390
2012-12-13	3.420
2012-12-14	3.260
2012-12-15	3.350
2012-12-16	9.000
2012-12-17	7.880
2012-12-18	3.410
2012-12-19	5.650
2012-12-20	6.210
2012-12-21	3.300
2012-12-22	7.880
2012-12-23	3.370
2012-12-24	3.370
2012-12-25	5.090
2012-12-26	3.350
2012-12-27	8.440
2012-12-28	13.880
2012-12-29	9.440
2012-12-30	3.330
2012-12-31	3.320
2013-01-01	3.420
2013-01-02	9.000
2013-01-03	5.090
2013-01-04	13.270
2013-01-05	12.050
2013-01-06	3.350
2013-01-07	3.360
2013-01-08	3.290
2013-01-09	3.280
2013-01-10	2.850
2013-01-11	5.650
2013-01-12	10.830
2013-01-13	3.410
2013-01-14	0.980
2013-01-15	0.860
2013-01-16	0.780
2013-01-17	0.720
2013-01-18	0.680
2013-01-19	0.650
2013-01-20	0.630
2013-01-21	0.610
2013-01-22	0.600
2013-01-23	0.570
2013-01-24	0.560
2013-01-25	0.550
2013-01-26	0.540
2013-01-27	0.530
2013-01-28	0.530
2013-01-29	0.530
2013-01-30	0.940
2013-01-31	0.730
2013-02-01	0.620
2013-02-02	0.580
2013-02-03	7.880
2013-02-04	9.610
2013-02-05	13.880
2013-02-06	3.260
2013-02-07	12.050
2013-02-08	3.240
2013-02-09	3.090
2013-02-10	3.210
2013-02-11	10.830
2013-02-12	3.250
2013-02-13	7.330
2013-02-14	4.540
2013-02-15	4.540
2013-02-16	4.540
2013-02-17	3.410
2013-02-18	3.350
2013-02-19	9.610
2013-02-20	10.830
2013-02-21	10.830
2013-02-22	3.180
2013-02-23	3.210
2013-02-24	5.650
2013-02-25	3.270
2013-02-26	3.350
2013-02-27	3.350
2013-02-28	3.260
2013-03-01	3.380
2013-03-02	3.410
2013-03-03	7.880
2013-03-04	3.280
2013-03-05	10.830
2013-03-06	8.440
2013-03-07	4.540
2013-03-08	3.100
2013-03-09	3.390
2013-03-10	3.070
2013-03-11	13.270
2013-03-12	12.660
2013-03-13	3.980
2013-03-14	3.310
2013-03-15	2.760
2013-03-16	10.830
2013-03-17	3.380
2013-03-18	9.000
2013-03-19	12.660
2013-03-20	10.830
2013-03-21	5.650
2013-03-22	3.340
2013-03-23	3.410
2013-03-24	16.580
2013-03-25	7.330
2013-03-26	54.200
2013-03-27	19.540
2013-03-28	3.390
2013-03-29	20.280
2013-03-30	8.440
2013-03-31	3.340
2013-04-01	18.800
2013-04-02	15.100
2013-04-03	35.100
2013-04-04	42.900
2013-04-05	57.100
2013-04-06	24.500
2013-04-07	29.500
2013-04-08	9.610
2013-04-09	3.160
2013-04-10	2.720
2013-04-11	2.650
2013-04-12	3.170
