97.38,93,0,1.5,20.3,25.4,18.4
97.44,83,0.8,0.8,19.7,23.7,17.5
97.21,82,6.8,0.5,20.4,27.3,15.8
97.22,79,6.8,0.3,23,30.6,18.5
97.31,93,3.7,0.5,21.5,28.8,18.4
97.04,96,0,0.8,21.7,25,20.1
96.98,100,0,0.3,20.7,22.9,19.6
96.73,95,0,0.3,23,27.2,21.1
96.82,87,0,0.8,21.2,24.4,19.3
96.92,98,0,0.8,18.1,20.7,16.9
97.45,88,2.3,1,18.1,22.4,14.9
97.5,79,4.5,0,20.1,27.2,15
97.3,70,9.1,0.3,21.2,29.2,15.8
97.17,72,7.5,0.8,20.3,28.5,13.1
97.14,76,8,0.3,23.1,31.2,17.9
97.37,81,7.6,0.8,23.4,30.5,18.9
97.51,83,0,0.3,23.3,28.4,19.6
97.37,98,0,0,20.3,23.8,19.8
96.97,98,0,0,21.5,23.7,19.6
96.71,90,0.4,0.5,23.9,28.7,21
96.49,80,8,1.5,26,31.3,22.5
96.45,87,1.9,0.8,23.3,30.5,20.9
96.51,81,5.7,0.5,23.6,30.6,19.6
96.68,79,8.7,0,22.8,31.9,17.4
96.7,75,9.5,0.5,22.6,32.7,15
96.8,74,10.6,0.5,24.5,33.5,16.8
97.01,77,4,0.5,25.6,33.6,19.7
97.08,90,0,0.3,24.8,30.3,22.4
97.02,94,0,0.5,21.4,23.6,19.8
96.8,91,0,0,22.1,24.6,20.1
96.83,89,1.3,0.3,21.7,26.4,20
97.24,81,9.7,0.3,22.5,30.2,17.1
97.41,82,3.5,0.5,22.1,29.5,17.4
97.55,91,0,0,20.5,22.6,18.9
97.23,96,0,0,19.3,21.1,18.4
96.78,100,0,0.3,19.9,21.4,18.6
96.69,83,10.3,1,22.6,28.5,18.6
96.85,81,8.4,0.8,23.1,31.6,17
96.87,96,0,0.3,22.2,25.3,20.9
96.78,98,0.2,0.3,23,26.5,21.6
96.79,97,1.5,0.5,23.5,29.3,21.8
96.71,95,0.4,0.3,23.9,25.9,21.6
96.73,96,0.4,0.3,23.9,28.1,22.4
96.59,98,0,0.3,23.2,24.7,21.9
96.36,97,0,1.3,21.8,23.8,20.1
96.51,87,7,0,22.7,28.8,19.1
96.73,85,8.5,0,23.2,31.8,17.9
96.76,87,4.7,1,24.5,32.7,20
96.76,89,6.8,0.3,25.8,30.6,22.2
96.55,83,9.3,0.8,27.1,33.3,22.4
96.3,94,4.1,0.5,24.7,31.9,22.6
96.42,94,2.4,0.3,24.6,31.5,22.5
96.6,89,2.9,0.3,26.3,31.4,22.7
96.7,88,3.7,0.5,26,31.4,21.6
96.5,87,5.3,1,25.6,30.3,22.7
96.71,87,3,0.5,25.6,29,22.9
96.87,89,2,1,25.8,31.4,23.5
96.81,88,1.6,0,25.2,31.9,22.8
96.93,82,5.1,1,25.9,32.4,22.1
96.97,79,11.4,1.3,27.2,33.5,22.3
96.95,75,11.8,1,28,34.5,21.6
96.87,76,12,1.3,28.1,33.6,22.3
96.92,73,11.2,1,28,34.9,22.3
96.99,73,9.5,0,28,34.9,21.4
96.92,73,12.1,0.3,28,34.6,21.9
96.5,70,12.2,0.8,28.2,35.9,21.3
95.9,69,5.3,2.3,28.8,31.8,25.9
96.22,85,0.4,1,26.3,28.9,25.2
96.78,73,4.9,1.3,28.8,33,24.9
97.12,80,7,0.8,27.9,33.2,23.8
96.97,82,9.6,1,28.4,35.5,23.4
96.75,77,11,0.8,29.6,36.1,23.9
96.48,75,9.4,1,30.2,37.1,25
96.23,81,7.6,1.5,28.5,36.1,24.4
96.4,83,4.9,1.3,26.8,33.3,23.9
96.73,87,2.3,0.5,25.6,30.2,22.9
96.87,96,4.4,0.8,23.5,31.2,22
96.77,96,0.9,0.3,23.5,28.7,22.1
96.58,96,2.2,0.3,23.9,28.9,22.6
96.52,91,0.6,0.3,25.3,30.2,22.6
96.69,90,2.3,0,25.4,31.2,22.7
96.74,84,9.7,0.8,26.8,33.6,22.7
96.84,82,10.7,0.3,27.9,34.3,22.8
97.04,81,10.6,0.5,28,35.5,22.7
96.97,80,9.2,0.8,27.5,36.1,23.7
96.72,81,9.6,0.3,26.5,34.4,21.4
96.91,80,8.7,0.3,26.4,33.6,21.5
97.02,84,8.8,0.8,26.7,33.2,22.3
96.92,85,7.5,0.8,26.3,32.3,22.6
96.78,87,8.5,0.5,26.5,34,22.9
96.71,83,8.1,0.3,27.8,34.5,23.9
96.59,82,9.6,0.3,27.9,35.5,23.1
96.46,87,4.6,1,26.6,33.7,21.9
96.67,99,0,0.3,22.4,25.1,21.3
96.9,88,4.6,0,25.3,31.4,22
97.32,87,9.1,0.5,25.8,32.9,22
97.29,82,9.3,0.8,27.3,34.3,22.6
97.22,88,5.5,1,26.4,34,22.9
96.99,97,1.5,0.3,23.4,29.6,22
96.69,89,2.6,0.5,26.3,33.4,22.5
96.82,87,5.6,0.8,26.6,34.4,23.6
97.11,85,5.9,1.8,26.4,33.6,22.7
97.11,86,5.9,0.5,26.4,34.3,22.7
97.31,91,1.1,0.3,24.5,30.8,21.8
97.22,90,2.1,0.8,24.5,29.2,22
97.16,84,8.4,0.5,25.5,32,21.3
97.14,87,5.9,0,25.9,31.6,21.9
96.96,91,4.7,0.5,24.4,31.9,22.3
96.76,83,7.6,0.5,26.3,33.3,22
96.73,79,9,0,26.6,33.4,22.1
96.76,79,8.6,0.5,26.7,32.9,21.5
96.78,80,9.6,0.3,26.5,33.9,21.2
96.82,77,10.1,1,27.3,34.6,21
96.71,84,8.7,0.5,26.9,34.4,22.8
96.55,80,5.6,0.8,27.4,35.2,22
96.45,84,5.8,0.8,27.1,34.2,23.2
96.41,89,1.9,0.3,26.7,31.9,24.1
96.58,91,0.9,0.3,24.9,30.6,22.2
96.66,94,0,0.5,25.2,29.5,23.8
96.71,90,1.3,0.5,24.9,29.2,22.7
96.71,82,1.8,0.8,26.1,30,22.5
96.7,86,2,0.8,26.4,30.4,23.6
96.71,89,5.1,0,25.5,32.7,22.1
96.77,95,1.2,0.8,24.3,29,23.1
96.75,94,0.3,1.3,23.6,26.8,21.5
96.9,91,0,0.5,23.5,27.2,21.2
97.1,76,9.2,0.8,25.7,31.4,21.4
97.03,83,5,0.3,26.4,31.9,22.9
96.92,94,0,0,24.2,27.5,23.2
96.92,86,5,0.5,25.3,31.4,22.4
97.06,85,7.3,0.3,24.3,31.5,20
97.01,79,8.7,0.3,24.2,31.5,19.6
97.06,79,8.1,1,22.8,30.4,17.9
97.15,82,7.3,0.3,22.8,29.9,18.1
97.2,82,6.4,0.8,22.5,30,18.3
97.26,82,8.6,0.3,23.1,31.1,17.7
97.09,80,8.6,0.3,23.4,31.1,18.2
97.09,80,7.9,0.5,23.5,31.4,18.1
97.11,81,7.1,0.5,23.2,31.6,17.4
97.05,84,6.1,0,24.9,32.4,19.9
96.9,80,8.5,0.5,25.8,33,21.1
96.93,79,7.9,0.3,24.9,32.6,19.6
97.02,81,4.6,0.5,25.1,31.1,20.3
97.24,78,5.7,1,26.2,31.7,22
97.58,78,3.2,1.3,25.5,30.4,22.5
97.66,69,10.7,0.5,24.2,30.1,18.3
97.48,73,8.2,0.3,23.3,30.5,16.9
97.26,73,8.7,1,24,31.3,18.3
97.13,77,2,0.8,23.5,30.3,18.9
97,69,8.1,1.8,24.8,29.9,18.9
97.04,76,0.5,1.3,23.5,26.8,21.5
97.25,82,0.8,0.8,22.6,27,20.6
97.16,83,1.5,1.5,22.7,27.8,20.3
97.28,75,6.9,1,24.4,30.6,21.5
97.65,80,7.1,0.5,21.6,29.9,16.3
97.71,82,8.7,0.5,21.5,29.7,16
97.62,80,5.7,0.8,21.4,29.6,15.9
97.9,93,0,0.5,19.1,22.4,16.9
97.83,88,3,0,20.4,25.3,16.9
97.62,84,2,0.3,22,27.3,18.8
97.42,83,4,0.5,23.4,30.1,18.7
97.43,94,0,0.8,20.1,24.5,17.6
97.67,82,6.5,0.5,19.5,25.7,17.1
97.86,84,7.1,0.3,16.6,27.1,11.2
97.87,81,9.5,0,18.6,28.9,12.5
97.78,80,9,0.8,19.1,28.8,12.5
97.57,80,8.1,0.5,19,28.3,13.2
97.45,79,9.5,0.5,19.7,30.3,12.8
97.52,78,10.2,0.5,20,30.9,12.5
97.46,80,8.9,0.8,19.8,27.8,13.6
97.65,82,1.9,0.8,19.1,24.2,16
97.89,74,7.4,0.3,20,27,15.8
98.13,76,9.9,0.3,18.6,27.8,12.2
98.01,77,9.4,0.8,19.2,28.9,12.6
97.83,80,9.4,0.3,20.6,30.6,13.2
97.87,81,9.3,0.5,21.7,31.6,14.9
97.91,82,5.1,0.3,22.1,30.4,16.6
97.8,82,7,0.3,22.2,30.4,16.9
97.67,83,6.9,0.5,22.2,30.1,17.8
97.61,81,6.4,0.3,22.7,30.7,17.3
97.65,88,0,1,21.1,24.6,19.2
97.95,82,0,1,19.4,24.2,17.8
98.09,87,0,0.3,17.5,20.8,15.3
98.05,87,4.7,0,16.9,22.8,13.2
97.96,91,0.3,0,17.5,22.2,13.9
97.97,96,0,0.3,18.9,21.2,17.9
97.65,99,0,0.3,17.7,18.5,16.9
97.85,92,2.4,0.3,17.5,22.1,15.9
97.98,98,0,0.5,16,17.1,15.2
98.33,94,0,1,15.2,17.5,13.8
98.58,86,6.2,0,14.3,20.2,11.7
98.3,83,8.3,0,13.2,20.6,9.1
98.07,85,6.8,0.3,13.5,22.4,8.2
98.14,82,1.6,1,15.5,20.7,12.4
98.12,83,4.3,0.3,13.5,19.9,9.1
98.07,82,6.8,0.8,13.5,21.3,8
98.12,80,6.2,0.3,12.2,21.4,6.5
98.16,76,1.5,0.5,14.3,19.2,11.4
98.51,62,0,1.3,12,15.2,9.6
